Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10
Id;Waktu;Ketinggian;Temperatur;Kelembapan Relatif;Tekanan;Arah Angin;Kecepatan Angin;Lintang;Bujur
MAHESWARA_KOMBAT2019;06:29:17;0.0;24.6;75.8;1014.2;0.0;0.0;-7.643378;107.685532
MAHESWARA_KOMBAT2019;06:29:18;0.0;24.6;75.9;1014.2;0.0;0.0;-7.643378;107.685532
MAHESWARA_KOMBAT2019;06:29:19;0.0;24.6;74.9;1014.2;0.0;0.0;-7.643378;107.685532
MAHESWARA_KOMBAT2019;06:29:20;0.0;24.6;75.4;1014.2;0.0;0.0;-7.643378;107.685532
MAHESWARA_KOMBAT2019;06:29:21;0.0;24.6;75.4;1014.1;0.0;0.0;-7.643378;107.685532
MAHESWARA_KOMBAT2019;06:29:22;0.0;24.6;75.4;1014.2;180.0;0.05;-7.643379;107.685532
MAHESWARA_KOMBAT2019;06:29:23;0.0;24.6;75.6;1014.1;0.0;0.05;-7.643378;107.685532
MAHESWARA_KOMBAT2019;06:29:24;0.0;24.6;75.4;1014.2;0.0;0.0;-7.643378;107.685532
MAHESWARA_KOMBAT2019;06:29:25;0.0;24.6;75.4;1014.2;0.0;0.0;-7.643378;107.685532
MAHESWARA_KOMBAT2019;06:29:43;0.0;24.6;75.4;1014.1;0.0;0.05;-7.643375;107.685539
MAHESWARA_KOMBAT2019;06:31:15;0.0;24.7;74.9;1014.1;180.0;0.05;-7.643381;107.685539
MAHESWARA_KOMBAT2019;06:31:16;0.0;24.7;75.1;1014.1;270.0;0.83;-7.643381;107.685532
MAHESWARA_KOMBAT2019;06:31:17;0.0;24.7;75.1;1014.2;0.0;0.0;-7.643381;107.685532
MAHESWARA_KOMBAT2019;06:31:18;0.0;24.7;75.0;1014.2;180.0;0.05;-7.643382;107.685532
MAHESWARA_KOMBAT2019;06:31:19;0.0;24.7;75.1;1013.9;0.0;0.0;-7.643382;107.685532
MAHESWARA_KOMBAT2019;06:31:20;0.0;24.7;75.1;1014.2;180.0;0.05;-7.643382;107.685532
MAHESWARA_KOMBAT2019;06:31:21;0.0;24.7;74.7;1014.1;0.0;0.0;-7.643382;107.685532
MAHESWARA_KOMBAT2019;06:31:22;0.0;24.7;75.1;1014.2;0.0;0.0;-7.643382;107.685532
MAHESWARA_KOMBAT2019;06:31:23;0.0;24.7;75.0;1014.2;0.0;0.0;-7.643382;107.685532
MAHESWARA_KOMBAT2019;06:31:24;0.0;24.7;74.9;1014.2;180.0;0.05;-7.643383;107.685532
MAHESWARA_KOMBAT2019;06:31:25;0.0;24.7;75.4;1014.1;180.0;0.05;-7.643383;107.685532
MAHESWARA_KOMBAT2019;06:31:26;0.0;24.7;74.5;1014.1;180.0;0.05;-7.643384;107.685532
MAHESWARA_KOMBAT2019;06:31:27;0.0;24.7;74.8;1014.1;180.0;0.05;-7.643384;107.685532
MAHESWARA_KOMBAT2019;06:31:28;0.0;24.7;74.7;1014.2;0.0;0.0;-7.643384;107.685532
MAHESWARA_KOMBAT2019;06:31:29;0.0;24.7;75.2;1014.2;180.0;0.05;-7.643384;107.685532
MAHESWARA_KOMBAT2019;06:31:30;0.0;24.7;74.8;1014.0;0.0;0.0;-7.643384;107.685532
MAHESWARA_KOMBAT2019;06:31:31;0.0;24.7;75.2;1014.1;0.0;0.0;-7.643384;107.685532
MAHESWARA_KOMBAT2019;06:31:32;0.0;24.7;75.0;1014.1;180.0;0.05;-7.643385;107.685532
MAHESWARA_KOMBAT2019;06:31:33;0.0;24.7;75.0;1014.2;0.0;0.0;-7.643385;107.685532
MAHESWARA_KOMBAT2019;06:31:34;0.0;24.7;75.0;1014.2;0.0;0.0;-7.643385;107.685532
MAHESWARA_KOMBAT2019;06:31:35;0.0;24.7;75.0;1014.1;0.0;0.0;-7.643385;107.685532
MAHESWARA_KOMBAT2019;06:31:36;0.0;24.7;75.3;1014.1;0.0;0.0;-7.643385;107.685532
MAHESWARA_KOMBAT2019;06:31:37;0.0;24.7;75.0;1014.1;0.0;0.0;-7.643385;107.685532
MAHESWARA_KOMBAT2019;06:31:38;0.0;24.7;75.0;1014.1;180.0;0.05;-7.643385;107.685532
MAHESWARA_KOMBAT2019;06:32:03;0.0;24.7;75.0;1014.1;0.0;0.0;-7.643391;107.685532
MAHESWARA_KOMBAT2019;06:32:04;0.0;24.7;75.0;1014.1;0.0;0.0;-7.643391;107.685532
MAHESWARA_KOMBAT2019;06:32:05;0.0;24.7;75.0;1014.1;0.0;0.0;-7.643391;107.685532
MAHESWARA_KOMBAT2019;06:32:06;0.0;24.7;74.8;1014.1;0.0;0.0;-7.643391;107.685532
MAHESWARA_KOMBAT2019;06:32:07;0.0;24.7;75.2;1014.1;0.0;0.0;-7.643391;107.685532
MAHESWARA_KOMBAT2019;06:32:08;0.0;24.7;75.2;1014.1;0.0;0.0;-7.643391;107.685532
MAHESWARA_KOMBAT2019;06:32:09;0.0;24.7;74.9;1014.1;0.0;0.0;-7.643391;107.685532
MAHESWARA_KOMBAT2019;06:32:10;0.0;24.8;74.8;1014.1;0.0;0.0;-7.643391;107.685532
MAHESWARA_KOMBAT2019;06:32:11;0.0;24.8;75.2;1014.1;0.0;0.0;-7.643391;107.685532
MAHESWARA_KOMBAT2019;06:32:12;0.0;24.8;75.0;1014.2;0.0;0.05;-7.64339;107.685532
MAHESWARA_KOMBAT2019;06:32:13;0.0;24.8;75.0;1014.1;0.0;0.05;-7.64339;107.685532
MAHESWARA_KOMBAT2019;06:32:14;0.0;24.8;75.0;1014.2;0.0;0.0;-7.64339;107.685532
MAHESWARA_KOMBAT2019;06:32:15;0.0;24.8;75.1;1014.2;0.0;0.05;-7.643389;107.685532
MAHESWARA_KOMBAT2019;06:32:16;0.0;24.8;75.0;1014.2;0.0;0.05;-7.643389;107.685532
MAHESWARA_KOMBAT2019;06:32:17;0.0;24.8;74.9;1014.2;0.0;0.0;-7.643389;107.685532
MAHESWARA_KOMBAT2019;06:32:18;0.0;24.8;74.8;1014.1;0.0;0.05;-7.643388;107.685532
MAHESWARA_KOMBAT2019;06:32:19;0.0;24.8;75.1;1014.1;0.0;0.05;-7.643388;107.685532
MAHESWARA_KOMBAT2019;06:32:20;0.0;24.8;74.7;1014.1;0.0;0.05;-7.643387;107.685532
MAHESWARA_KOMBAT2019;06:32:21;0.0;24.8;74.9;1014.1;0.0;0.05;-7.643387;107.685532
MAHESWARA_KOMBAT2019;06:32:22;0.0;24.8;75.0;1014.1;0.0;0.0;-7.643387;107.685532
MAHESWARA_KOMBAT2019;06:32:23;0.0;24.8;74.9;1014.1;0.0;0.05;-7.643386;107.685532
MAHESWARA_KOMBAT2019;06:32:24;0.0;24.8;74.9;1014.1;0.0;0.0;-7.643386;107.685532
MAHESWARA_KOMBAT2019;06:32:25;0.0;24.8;74.9;1014.2;0.0;0.05;-7.643386;107.685532
MAHESWARA_KOMBAT2019;06:32:53;0.0;24.8;74.8;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:32:55;0.0;24.8;74.8;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:32:56;0.0;24.8;74.8;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:32:57;0.0;24.8;74.2;1014.2;0.0;0.05;-7.643384;107.685539
MAHESWARA_KOMBAT2019;06:32:58;0.0;24.8;75.2;1014.1;0.0;0.0;-7.643384;107.685539
MAHESWARA_KOMBAT2019;06:32:59;0.0;24.8;75.0;1014.2;0.0;0.05;-7.643384;107.685539
MAHESWARA_KOMBAT2019;06:33:00;0.0;24.8;74.8;1014.2;0.0;0.0;-7.643384;107.685539
MAHESWARA_KOMBAT2019;06:33:01;0.0;24.8;74.8;1014.1;0.0;0.0;-7.643384;107.685539
MAHESWARA_KOMBAT2019;06:33:02;0.0;24.8;74.8;1014.1;0.0;0.05;-7.643384;107.685539
MAHESWARA_KOMBAT2019;06:33:03;1.4;24.8;74.6;1013.8;0.0;0.0;-7.643384;107.685539
MAHESWARA_KOMBAT2019;06:33:04;0.0;24.8;74.8;1014.1;0.0;0.05;-7.643383;107.685539
MAHESWARA_KOMBAT2019;06:33:05;0.0;24.8;74.7;1014.2;0.0;0.0;-7.643383;107.685539
MAHESWARA_KOMBAT2019;06:33:06;0.0;24.8;75.0;1014.1;0.0;0.0;-7.643383;107.685539
MAHESWARA_KOMBAT2019;06:33:07;0.0;24.8;75.2;1014.1;0.0;0.0;-7.643383;107.685539
MAHESWARA_KOMBAT2019;06:33:08;0.0;24.8;74.6;1014.2;0.0;0.0;-7.643383;107.685539
MAHESWARA_KOMBAT2019;06:34:58;1.8;25.0;74.4;1013.8;0.0;0.0;-7.643386;107.685539
MAHESWARA_KOMBAT2019;06:34:59;0.0;25.0;75.1;1014.2;0.0;0.0;-7.643386;107.685539
MAHESWARA_KOMBAT2019;06:35:00;0.0;25.0;75.0;1014.2;0.0;0.0;-7.643386;107.685539
MAHESWARA_KOMBAT2019;06:35:01;0.0;25.0;74.7;1014.2;0.0;0.05;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:02;0.0;25.0;74.6;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:03;0.0;25.0;74.7;1014.2;180.0;0.05;-7.643386;107.685539
MAHESWARA_KOMBAT2019;06:35:04;0.0;25.0;74.6;1014.2;0.0;0.0;-7.643386;107.685539
MAHESWARA_KOMBAT2019;06:35:05;0.0;25.0;74.7;1014.2;0.0;0.0;-7.643386;107.685539
MAHESWARA_KOMBAT2019;06:35:06;0.0;25.0;74.7;1014.2;0.0;0.0;-7.643386;107.685539
MAHESWARA_KOMBAT2019;06:35:07;0.0;25.0;74.5;1014.2;0.0;0.05;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:08;0.0;25.0;74.9;1014.0;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:09;0.0;25.0;74.6;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:10;0.0;25.0;74.4;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:11;0.0;25.0;75.0;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:12;0.0;25.0;74.8;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:13;0.0;25.0;74.7;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:14;0.0;25.0;74.7;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:15;0.0;25.0;74.7;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:16;0.0;25.0;74.3;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:17;0.0;25.0;74.6;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:18;0.0;25.0;74.6;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:19;0.0;25.0;74.9;1014.1;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:20;0.0;25.0;75.1;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:21;0.0;25.0;74.4;1014.1;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:22;0.0;25.0;74.6;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:23;0.0;25.0;74.6;1014.2;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:25;0.0;25.0;74.7;1014.1;0.0;0.0;-7.643385;107.685539
MAHESWARA_KOMBAT2019;06:35:50;0.0;25.0;74.7;1014.2;0.0;0.0;-7.643389;107.685532
MAHESWARA_KOMBAT2019;06:35:51;0.0;25.0;74.7;1014.2;0.0;0.0;-7.643389;107.685532
MAHESWARA_KOMBAT2019;06:35:52;0.0;25.0;74.9;1014.2;0.0;0.05;-7.643388;107.685532
MAHESWARA_KOMBAT2019;06:35:53;0.0;25.0;74.6;1014.1;0.0;0.42;-7.643384;107.685532
MAHESWARA_KOMBAT2019;06:35:54;0.0;25.0;74.6;1014.1;0.0;0.58;-7.643379;107.685532
MAHESWARA_KOMBAT2019;06:35:59;0.0;25.0;75.1;1014.2;0.0;0.0;-7.64337;107.685532
MAHESWARA_KOMBAT2019;06:36:00;0.0;25.0;74.9;1014.1;0.0;0.05;-7.643369;107.685532
MAHESWARA_KOMBAT2019;06:36:01;0.0;25.0;74.7;1014.1;90.0;0.84;-7.643369;107.685539
MAHESWARA_KOMBAT2019;06:36:02;0.0;25.0;74.7;1014.1;0.0;0.0;-7.643369;107.685539
MAHESWARA_KOMBAT2019;06:36:03;0.0;25.0;74.7;1014.2;0.0;0.21;-7.643367;107.685539
MAHESWARA_KOMBAT2019;06:36:04;0.0;25.0;75.1;1014.2;0.0;0.0;-7.643367;107.685539
MAHESWARA_KOMBAT2019;06:36:05;0.0;25.0;74.6;1014.2;0.0;0.0;-7.643367;107.685539
MAHESWARA_KOMBAT2019;06:36:06;0.0;25.1;74.6;1014.2;0.0;0.0;-7.643367;107.685539
MAHESWARA_KOMBAT2019;06:36:07;0.0;25.1;74.4;1014.2;0.0;0.0;-7.643367;107.685539
MAHESWARA_KOMBAT2019;06:36:08;0.0;25.1;74.4;1014.2;273.6;0.84;-7.643367;107.685532
MAHESWARA_KOMBAT2019;06:36:09;0.0;25.1;74.6;1014.1;0.0;0.26;-7.643364;107.685532
MAHESWARA_KOMBAT2019;06:36:10;0.0;25.0;73.9;1014.1;293.8;0.92;-7.643361;107.685524
MAHESWARA_KOMBAT2019;06:36:11;0.0;25.0;74.2;1014.1;290.7;0.89;-7.643358;107.685516
MAHESWARA_KOMBAT2019;06:36:12;0.0;25.0;74.5;1014.1;0.0;0.0;-7.643358;107.685516
MAHESWARA_KOMBAT2019;06:36:13;0.0;25.0;74.0;1014.1;0.0;0.0;-7.643358;107.685516
MAHESWARA_KOMBAT2019;06:36:14;0.0;25.0;74.1;1014.1;0.0;0.0;-7.643358;107.685516
MAHESWARA_KOMBAT2019;06:36:22;0.0;25.0;74.4;1014.2;0.0;0.0;-7.643358;107.685516
MAHESWARA_KOMBAT2019;06:36:24;0.0;25.0;74.5;1014.1;180.0;0.05;-7.643359;107.685516
MAHESWARA_KOMBAT2019;06:36:38;0.0;25.0;74.5;1014.1;0.0;0.11;-7.643358;107.685516
MAHESWARA_KOMBAT2019;06:36:39;0.0;25.0;74.5;1014.1;0.0;0.0;-7.643358;107.685516
MAHESWARA_KOMBAT2019;06:36:40;0.0;25.0;74.4;1014.1;0.0;0.11;-7.643357;107.685516
MAHESWARA_KOMBAT2019;06:36:43;0.0;25.1;74.8;1014.1;0.0;0.05;-7.643356;107.685516
MAHESWARA_KOMBAT2019;06:36:44;0.0;25.1;74.9;1014.1;0.0;0.05;-7.643355;107.685516
MAHESWARA_KOMBAT2019;06:36:45;0.0;25.1;74.2;1014.1;0.0;0.0;-7.643355;107.685516
MAHESWARA_KOMBAT2019;06:36:46;0.0;25.1;74.8;1014.1;0.0;0.0;-7.643355;107.685516
MAHESWARA_KOMBAT2019;06:36:47;0.0;25.1;74.6;1014.1;0.0;0.0;-7.643355;107.685516
MAHESWARA_KOMBAT2019;06:36:48;0.0;25.1;74.5;1014.2;0.0;0.0;-7.643355;107.685516
MAHESWARA_KOMBAT2019;06:36:49;0.0;25.1;75.1;1014.1;0.0;0.0;-7.643355;107.685516
MAHESWARA_KOMBAT2019;06:36:50;0.0;25.1;74.7;1014.1;0.0;0.05;-7.643355;107.685516
MAHESWARA_KOMBAT2019;06:36:51;0.0;25.1;74.6;1014.1;0.0;0.05;-7.643354;107.685516
MAHESWARA_KOMBAT2019;06:36:52;0.5;25.1;74.3;1013.8;0.0;0.0;-7.643354;107.685516
MAHESWARA_KOMBAT2019;06:36:53;0.0;25.1;74.9;1014.1;0.0;0.05;-7.643354;107.685516
MAHESWARA_KOMBAT2019;06:36:54;0.0;25.1;75.3;1014.1;0.0;0.0;-7.643354;107.685516
MAHESWARA_KOMBAT2019;06:36:55;0.0;25.2;74.8;1014.2;0.0;0.0;-7.643354;107.685516
MAHESWARA_KOMBAT2019;06:37:04;0.0;25.2;75.3;1014.2;0.0;0.05;-7.643353;107.685516
MAHESWARA_KOMBAT2019;06:37:46;0.0;25.3;73.9;1014.1;180.0;0.05;-7.643353;107.685516
MAHESWARA_KOMBAT2019;06:38:03;0.0;25.2;74.2;1014.2;280.7;0.85;-7.643349;107.685509
MAHESWARA_KOMBAT2019;06:38:07;0.0;25.3;74.1;1014.2;0.0;0.05;-7.643348;107.685509
MAHESWARA_KOMBAT2019;06:38:15;0.0;25.3;74.2;1014.1;180.0;0.05;-7.64335;107.685516
MAHESWARA_KOMBAT2019;06:38:16;0.0;25.3;74.2;1013.9;180.0;0.05;-7.64335;107.685516
MAHESWARA_KOMBAT2019;06:38:39;0.0;25.4;73.8;1014.2;0.0;0.05;-7.643347;107.685516
MAHESWARA_KOMBAT2019;06:38:44;0.0;25.4;73.6;1014.2;0.0;0.58;-7.643331;107.685501
MAHESWARA_KOMBAT2019;06:38:45;0.0;25.4;73.7;1014.2;0.0;0.47;-7.643326;107.685501
MAHESWARA_KOMBAT2019;06:38:46;0.0;25.4;73.9;1014.2;299.6;0.96;-7.643322;107.685493
MAHESWARA_KOMBAT2019;06:38:47;3.0;25.5;73.7;1013.4;0.0;0.42;-7.643318;107.685493
MAHESWARA_KOMBAT2019;06:38:48;0.0;25.4;73.7;1014.2;0.0;0.47;-7.643314;107.685493
MAHESWARA_KOMBAT2019;06:38:52;0.0;25.5;73.6;1014.2;313.4;1.16;-7.64328;107.685478
MAHESWARA_KOMBAT2019;06:38:53;0.0;25.5;73.6;1014.1;304.7;1.02;-7.643274;107.685471
MAHESWARA_KOMBAT2019;06:38:54;0.0;25.5;73.7;1014.1;296.8;0.93;-7.64327;107.685463
MAHESWARA_KOMBAT2019;06:38:55;0.0;25.4;73.5;1014.1;284.2;0.86;-7.643269;107.685455
MAHESWARA_KOMBAT2019;06:38:56;0.0;25.4;73.6;1014.1;270.0;1.68;-7.643269;107.68544
MAHESWARA_KOMBAT2019;06:38:57;0.0;25.4;73.7;1014.1;266.4;0.84;-7.643269;107.685432
MAHESWARA_KOMBAT2019;06:38:58;0.0;25.4;73.6;1014.1;270.0;0.84;-7.643269;107.685425
MAHESWARA_KOMBAT2019;06:38:59;0.0;25.4;73.4;1014.2;264.6;1.69;-7.64327;107.68541
MAHESWARA_KOMBAT2019;06:39:00;0.0;25.4;73.9;1014.2;266.4;0.84;-7.643271;107.685402
MAHESWARA_KOMBAT2019;06:39:01;0.0;25.4;73.4;1014.2;266.4;0.84;-7.643271;107.685394
MAHESWARA_KOMBAT2019;06:39:02;0.0;25.4;73.6;1014.2;290.7;0.9;-7.643269;107.685387
MAHESWARA_KOMBAT2019;06:39:03;0.0;25.4;73.5;1014.2;0.0;0.42;-7.643265;107.685387
MAHESWARA_KOMBAT2019;06:39:04;0.0;25.4;73.8;1014.3;0.0;0.11;-7.643264;107.685387
MAHESWARA_KOMBAT2019;06:39:34;0.0;25.6;73.0;1014.2;180.0;0.05;-7.643259;107.685402
MAHESWARA_KOMBAT2019;06:39:35;0.0;25.6;72.6;1014.2;0.0;0.0;-7.643259;107.685402
MAHESWARA_KOMBAT2019;06:39:36;0.0;25.6;73.4;1014.1;0.0;0.05;-7.643258;107.685402
MAHESWARA_KOMBAT2019;06:39:37;0.0;25.6;73.4;1014.1;0.0;0.0;-7.643258;107.685402
MAHESWARA_KOMBAT2019;06:39:38;0.0;25.6;73.3;1014.1;75.8;0.87;-7.643256;107.68541
MAHESWARA_KOMBAT2019;06:39:39;0.0;25.6;73.1;1014.0;75.8;0.86;-7.643254;107.685417
MAHESWARA_KOMBAT2019;06:39:40;0.0;25.6;73.2;1014.2;82.8;0.85;-7.643253;107.685425
MAHESWARA_KOMBAT2019;06:39:41;0.0;25.6;73.1;1014.1;0.0;0.05;-7.643253;107.685425
MAHESWARA_KOMBAT2019;06:39:42;0.0;25.6;73.7;1014.2;0.0;0.68;-7.643247;107.685425
MAHESWARA_KOMBAT2019;06:39:43;0.0;25.6;73.6;1014.2;0.0;0.85;-7.643239;107.685425
MAHESWARA_KOMBAT2019;06:39:44;0.0;25.6;73.1;1014.1;0.0;0.32;-7.643236;107.685425
MAHESWARA_KOMBAT2019;06:39:45;0.0;25.6;73.1;1014.0;0.0;0.05;-7.643236;107.685425
MAHESWARA_KOMBAT2019;06:39:46;0.0;25.6;73.1;1014.2;0.0;0.0;-7.643236;107.685425
MAHESWARA_KOMBAT2019;06:39:47;0.0;25.6;73.0;1014.2;180.0;0.05;-7.643236;107.685425
MAHESWARA_KOMBAT2019;06:39:48;0.0;25.6;72.8;1014.2;180.0;0.11;-7.643237;107.685425
MAHESWARA_KOMBAT2019;06:39:49;0.0;25.6;73.2;1014.2;0.0;0.0;-7.643237;107.685425
MAHESWARA_KOMBAT2019;06:39:50;0.0;25.6;73.1;1014.2;0.0;0.11;-7.643236;107.685425
MAHESWARA_KOMBAT2019;06:39:51;0.0;25.5;72.7;1014.2;0.0;0.05;-7.643236;107.685425
MAHESWARA_KOMBAT2019;06:39:52;0.0;25.5;73.0;1014.2;277.2;0.85;-7.643235;107.685417
MAHESWARA_KOMBAT2019;06:39:53;0.0;25.5;73.1;1014.2;0.0;0.26;-7.643232;107.685417
MAHESWARA_KOMBAT2019;06:39:54;0.0;25.5;73.1;1014.2;0.0;0.0;-7.643232;107.685417
MAHESWARA_KOMBAT2019;06:39:59;0.0;25.5;73.0;1014.2;180.0;0.11;-7.643227;107.685417
MAHESWARA_KOMBAT2019;06:40:00;0.0;25.5;73.0;1014.2;180.0;0.11;-7.643228;107.685417
MAHESWARA_KOMBAT2019;06:40:01;0.0;25.5;73.1;1014.2;180.0;0.11;-7.643229;107.685417
MAHESWARA_KOMBAT2019;06:40:02;0.0;25.5;73.0;1014.2;180.0;0.16;-7.64323;107.685417
MAHESWARA_KOMBAT2019;06:40:03;0.0;25.5;73.0;1014.2;0.0;0.0;-7.64323;107.685417
MAHESWARA_KOMBAT2019;06:40:05;0.0;25.5;72.9;1014.2;0.0;0.0;-7.64323;107.685417
MAHESWARA_KOMBAT2019;06:40:06;0.0;25.5;73.0;1014.2;0.0;0.0;-7.64323;107.685417
MAHESWARA_KOMBAT2019;06:40:07;0.0;25.5;72.7;1014.2;180.0;0.05;-7.643231;107.685417
MAHESWARA_KOMBAT2019;06:40:08;0.0;25.5;73.0;1014.2;180.0;0.05;-7.643231;107.685417
MAHESWARA_KOMBAT2019;06:40:09;0.0;25.5;72.8;1014.2;0.0;0.0;-7.643231;107.685417
MAHESWARA_KOMBAT2019;06:40:10;0.0;25.5;73.7;1014.2;0.0;0.0;-7.643231;107.685417
MAHESWARA_KOMBAT2019;06:40:11;0.0;25.5;73.1;1014.2;0.0;0.0;-7.643231;107.685417
MAHESWARA_KOMBAT2019;06:40:12;0.0;25.5;73.1;1014.2;0.0;0.0;-7.643231;107.685417
MAHESWARA_KOMBAT2019;06:40:13;0.0;25.5;73.1;1014.2;0.0;0.0;-7.643231;107.685417
MAHESWARA_KOMBAT2019;06:40:14;0.0;25.5;72.9;1014.3;0.0;0.0;-7.643231;107.685417
MAHESWARA_KOMBAT2019;06:40:15;0.0;25.5;73.1;1014.2;0.0;0.0;-7.643231;107.685417
MAHESWARA_KOMBAT2019;06:40:18;0.0;25.5;73.4;1014.3;249.3;0.89;-7.643238;107.685402
MAHESWARA_KOMBAT2019;06:40:19;0.0;25.5;73.1;1014.2;255.8;1.73;-7.643242;107.685387
MAHESWARA_KOMBAT2019;06:40:22;0.0;25.6;73.2;1014.2;180.0;0.21;-7.643252;107.685379
MAHESWARA_KOMBAT2019;06:40:23;0.0;25.6;73.1;1014.2;277.2;0.85;-7.643251;107.685371
MAHESWARA_KOMBAT2019;06:40:24;0.0;25.6;72.9;1014.2;0.0;0.0;-7.643251;107.685371
MAHESWARA_KOMBAT2019;06:40:25;0.0;25.6;73.7;1014.2;180.0;0.53;-7.643256;107.685371
MAHESWARA_KOMBAT2019;06:40:26;0.0;25.6;73.4;1014.2;240.4;0.96;-7.64326;107.685364
MAHESWARA_KOMBAT2019;06:40:27;0.0;25.6;73.4;1014.1;180.0;0.21;-7.643262;107.685364
MAHESWARA_KOMBAT2019;06:40:28;0.0;25.6;73.1;1014.2;180.0;0.11;-7.643263;107.685364
MAHESWARA_KOMBAT2019;06:40:29;0.0;25.6;73.3;1014.2;180.0;0.16;-7.643265;107.685364
MAHESWARA_KOMBAT2019;06:40:30;0.0;25.6;72.8;1014.2;0.0;0.11;-7.643264;107.685364
MAHESWARA_KOMBAT2019;06:40:31;0.0;25.6;73.0;1014.2;0.0;0.0;-7.643264;107.685364
MAHESWARA_KOMBAT2019;06:40:32;0.0;25.6;73.5;1014.2;0.0;0.0;-7.643264;107.685364
MAHESWARA_KOMBAT2019;06:40:33;0.0;25.6;73.2;1014.2;0.0;0.0;-7.643264;107.685364
MAHESWARA_KOMBAT2019;06:40:34;0.0;25.6;72.9;1014.3;0.0;0.0;-7.643264;107.685364
MAHESWARA_KOMBAT2019;06:40:35;0.0;25.6;73.3;1014.2;0.0;0.0;-7.643264;107.685364
MAHESWARA_KOMBAT2019;06:40:36;0.0;25.6;73.0;1014.2;180.0;0.11;-7.643265;107.685364
MAHESWARA_KOMBAT2019;06:40:37;0.0;25.6;73.0;1014.2;0.0;0.0;-7.643265;107.685364
MAHESWARA_KOMBAT2019;06:40:38;0.0;25.6;72.7;1014.2;180.0;0.16;-7.643266;107.685364
MAHESWARA_KOMBAT2019;06:40:39;0.0;25.6;73.0;1014.2;180.0;0.05;-7.643267;107.685364
MAHESWARA_KOMBAT2019;06:40:40;0.0;25.6;72.9;1014.2;90.0;0.84;-7.643267;107.685371
MAHESWARA_KOMBAT2019;06:40:41;0.0;25.6;72.9;1014.2;0.0;0.0;-7.643267;107.685371
MAHESWARA_KOMBAT2019;06:40:42;0.0;25.6;73.3;1014.2;180.0;0.05;-7.643267;107.685371
MAHESWARA_KOMBAT2019;06:40:43;0.0;25.6;73.0;1014.1;0.0;0.05;-7.643267;107.685371
MAHESWARA_KOMBAT2019;06:40:47;0.0;25.5;73.1;1014.2;0.0;0.0;-7.643266;107.685364
MAHESWARA_KOMBAT2019;06:40:54;0.0;25.6;73.3;1014.2;0.0;0.05;-7.643265;107.685371
MAHESWARA_KOMBAT2019;06:40:55;0.0;25.6;73.5;1014.1;0.0;0.0;-7.643265;107.685371
MAHESWARA_KOMBAT2019;06:41:00;0.0;25.6;73.2;1014.2;0.0;0.0;-7.643264;107.685364
MAHESWARA_KOMBAT2019;06:41:08;0.0;25.6;72.8;1014.2;0.0;0.0;-7.643264;107.685364
MAHESWARA_KOMBAT2019;06:41:09;0.0;25.6;73.0;1014.2;0.0;0.0;-7.643264;107.685364
MAHESWARA_KOMBAT2019;06:41:12;0.0;25.6;73.0;1014.0;0.0;0.0;-7.643264;107.685364
MAHESWARA_KOMBAT2019;06:41:16;0.0;25.5;73.0;1014.2;0.0;0.0;-7.643264;107.685364
MAHESWARA_KOMBAT2019;06:41:17;0.0;25.5;73.4;1014.2;0.0;0.0;-7.643264;107.685364
MAHESWARA_KOMBAT2019;06:41:18;0.0;25.5;73.3;1014.2;0.0;0.0;-7.643264;107.685364
MAHESWARA_KOMBAT2019;06:41:19;0.0;25.5;72.6;1014.2;0.0;0.0;-7.643264;107.685364
